,n_semesters,sum_credits,GPA,failed_subjects,FACULTAD,NOMBRE_PROGRAMA,gpa_last_semester,GENERO,EDAD,COLEGIO_PROCEDENCIA,PUNT_TOTAL,PUNT_AREA,ES_DESERTOR,Codigo
116,1,6.0,0.9666666666666668,3,FACULTAD DE CIENCIAS ADMINISTRATIVAS Y CONTABLES,ADMINISTRACIÓN DE EMPRESAS,0.97,F,25.0,IE RAFAEL BERNAL JIMENEZ,235,49,NO,11318512
117,2,59.0,4.3,0,FACULTAD DE CIENCIAS ADMINISTRATIVAS Y CONTABLES,ADMINISTRACIÓN DE EMPRESAS,4.28,F,23.0,I.E. LA LIBERTAD,274,55,NO,11320001
118,2,29.0,4.0793103448275865,0,FACULTAD DE CIENCIAS ADMINISTRATIVAS Y CONTABLES,ADMINISTRACIÓN DE EMPRESAS,3.96,F,18.0,ESCUELA NORMAL SUPERIOR DE MONTERREY,254,51,NO,11320002
119,2,29.0,4.1000000000000005,0,FACULTAD DE CIENCIAS ADMINISTRATIVAS Y CONTABLES,ADMINISTRACIÓN DE EMPRESAS,4.31,F,18.0,COLEGIO NUESTRA SEÑORA DE LA PRESENTACION,266,52,NO,11320004
120,2,29.0,2.4482758620689653,7,FACULTAD DE CIENCIAS ADMINISTRATIVAS Y CONTABLES,ADMINISTRACIÓN DE EMPRESAS,1.24,F,18.0,ESCUELA NORMAL NACIONAL PARA SEÑORITAS ANTONIO NARIÑO,269,52,NO,11320005
121,2,28.0,3.775000000000001,2,FACULTAD DE CIENCIAS ADMINISTRATIVAS Y CONTABLES,ADMINISTRACIÓN DE EMPRESAS,4.18,M,18.0,COLEGIO PABLO NERUDA,312,60,NO,11320006
122,2,29.0,4.468965517241379,0,FACULTAD DE CIENCIAS ADMINISTRATIVAS Y CONTABLES,ADMINISTRACIÓN DE EMPRESAS,4.56,F,18.0,COLEGIO ISABEL VALBUENA CIFUENTES,307,61,NO,11320007
123,2,27.0,4.007407407407407,0,FACULTAD DE CIENCIAS ADMINISTRATIVAS Y CONTABLES,ADMINISTRACIÓN DE EMPRESAS,4.29,M,23.0,COLEGIO GARCIA LORCA-TUNJA,288,57,NO,11320008
124,1,15.0,3.0533333333333332,3,FACULTAD DE CIENCIAS ADMINISTRATIVAS Y CONTABLES,ADMINISTRACIÓN DE EMPRESAS,3.05,F,24.0,CENTRO EDUCATIVO SAN AGUSTIN,223,46,NO,11320009
125,2,29.0,4.055172413793104,0,FACULTAD DE CIENCIAS ADMINISTRATIVAS Y CONTABLES,ADMINISTRACIÓN DE EMPRESAS,4.14,F,18.0,I.E. TEC IND ANTONIO RICAURTE,199,37,NO,11320010
126,1,15.0,3.366666666666667,1,FACULTAD DE CIENCIAS ADMINISTRATIVAS Y CONTABLES,ADMINISTRACIÓN DE EMPRESAS,3.37,M,21.0,I.E. NUESTRA SEÑORA DE LAS MERCEDES-LA UVITA,266,52,NO,11320011
127,1,15.0,3.5933333333333333,1,FACULTAD DE CIENCIAS ADMINISTRATIVAS Y CONTABLES,ADMINISTRACIÓN DE EMPRESAS,3.59,M,21.0,COL PARROQ SAN LUIS GONZAGA - BARBOSA,260,56,NO,11320013
128,2,29.0,4.106896551724137,0,FACULTAD DE CIENCIAS ADMINISTRATIVAS Y CONTABLES,ADMINISTRACIÓN DE EMPRESAS,4.16,F,24.0,INSTITUTO EDUCATIVO CARLOS LLERAS RESTREPO,233,48,NO,11320014
129,2,29.0,3.906896551724137,0,FACULTAD DE CIENCIAS ADMINISTRATIVAS Y CONTABLES,ADMINISTRACIÓN DE EMPRESAS,3.99,F,18.0,INSTITUCIÓN EDUCATIVA TÉCNICA ALEJANDRO DE HUMBOLDT,288,56,NO,11320015
130,2,29.0,4.3517241379310345,0,FACULTAD DE CIENCIAS ADMINISTRATIVAS Y CONTABLES,ADMINISTRACIÓN DE EMPRESAS,4.27,M,25.0,COLEGIO GUILLERMO LEON VALENCIA,517,347,NO,11320016
131,1,15.0,0.7,8,FACULTAD DE CIENCIAS ADMINISTRATIVAS Y CONTABLES,ADMINISTRACIÓN DE EMPRESAS,0.7,M,22.0,ICFES,260,51,NO,11320017
132,12,151.0,2.7821192052980135,24,FACULTAD DE CIENCIAS ADMINISTRATIVAS Y CONTABLES,CONTADURÍA PÚBLICA,2.9,M,32.0,NINGUNA,47,41,SI,11412001
133,10,156.0,3.8333333333333335,2,FACULTAD DE CIENCIAS ADMINISTRATIVAS Y CONTABLES,CONTADURÍA PÚBLICA,4.5,M,21.0,COL. NUESTRA SEÑORA DE FÁTIMA,314,48,NO,11412002
134,3,101.0,4.06039603960396,5,FACULTAD DE CIENCIAS ADMINISTRATIVAS Y CONTABLES,CONTADURÍA PÚBLICA,3.38,F,30.0,INSTITUTO DE EDUCACION FORMAL PARA ADULTOS CON ENFASIS EN FORMACION EMPRESARIAL COMFABOY,373,51,SI,11412003
135,9,163.0,3.820858895705521,6,FACULTAD DE CIENCIAS ADMINISTRATIVAS Y CONTABLES,CONTADURÍA PÚBLICA,5.0,F,30.0,COLEGIO CORPORACION SANTO DOMINGO,348,52,NO,11412004
136,10,166.0,3.4602409638554223,6,FACULTAD DE CIENCIAS ADMINISTRATIVAS Y CONTABLES,CONTADURÍA PÚBLICA,3.22,F,26.0,IE FABIO RIVEROS,33,36,NO,11412005
137,2,23.0,3.6608695652173906,0,FACULTAD DE CIENCIAS ADMINISTRATIVAS Y CONTABLES,CONTADURÍA PÚBLICA,3.59,F,31.0,I.E. ROBERTO VELANDIA,420,48,SI,11412006
138,5,68.0,2.6220588235294118,13,FACULTAD DE CIENCIAS ADMINISTRATIVAS Y CONTABLES,CONTADURÍA PÚBLICA,2.27,F,29.0,INSTITUCIÓN EDUCATIVA COLEGIO EMPRESARIAL DE BOYACÁ,298,48,SI,11412008
139,9,157.0,3.8649681528662425,3,FACULTAD DE CIENCIAS ADMINISTRATIVAS Y CONTABLES,CONTADURÍA PÚBLICA,3.13,M,26.0,COLEGIO CORPORACION SANTO DOMINGO,354,46,NO,11412011
140,3,39.0,3.264102564102564,2,FACULTAD DE CIENCIAS ADMINISTRATIVAS Y CONTABLES,CONTADURÍA PÚBLICA,1.87,F,28.0,COLEGIO LICEO NACIONAL AGUSTIN NIETO CABALLERO (IED),341,46,SI,11412012
141,9,153.0,4.0928104575163395,1,FACULTAD DE CIENCIAS ADMINISTRATIVAS Y CONTABLES,CONTADURÍA PÚBLICA,3.56,F,23.0,COL COOP PROSPERO PINZON,314,48,NO,11412013
142,10,158.0,3.4879746835443037,3,FACULTAD DE CIENCIAS ADMINISTRATIVAS Y CONTABLES,CONTADURÍA PÚBLICA,4.9,F,30.0,I.E. SILVINO RODRIGUEZ,44,43,NO,11412015
143,11,162.0,3.5283950617283946,5,FACULTAD DE CIENCIAS ADMINISTRATIVAS Y CONTABLES,CONTADURÍA PÚBLICA,4.1,F,27.0,I.E. INDALECIO VASQUEZ,40,49,SI,11412016
144,11,175.0,3.499428571428571,10,FACULTAD DE CIENCIAS ADMINISTRATIVAS Y CONTABLES,CONTADURÍA PÚBLICA,3.47,M,23.0,COLEGIO GUILLERMO LEON VALENCIA,283,49,NO,11412017
145,3,32.0,2.653125,10,FACULTAD DE CIENCIAS ADMINISTRATIVAS Y CONTABLES,CONTADURÍA PÚBLICA,0.9,F,25.0,IE TECNICA NACIONALIZADA DE SAMACA,339,40,SI,11412020
146,12,175.0,3.3777142857142857,11,FACULTAD DE CIENCIAS ADMINISTRATIVAS Y CONTABLES,CONTADURÍA PÚBLICA,3.34,F,23.0,IE ANTONIO RICAURTE,44,44,NO,11412021
147,1,16.0,3.8,0,FACULTAD DE CIENCIAS ADMINISTRATIVAS Y CONTABLES,CONTADURÍA PÚBLICA,3.8,M,27.0,INST TEC EMPRESARIAL,333,40,SI,11412022
148,10,159.0,3.69685534591195,3,FACULTAD DE CIENCIAS ADMINISTRATIVAS Y CONTABLES,CONTADURÍA PÚBLICA,4.58,F,22.0,IE SAGRADO CORAZON,51,51,NO,11412024
149,1,14.0,3.0285714285714285,4,FACULTAD DE CIENCIAS ADMINISTRATIVAS Y CONTABLES,CONTADURÍA PÚBLICA,3.03,F,28.0,COLEGIO GUILLERMO LEON VALENCIA,50,51,SI,11412025
150,10,166.0,3.663855421686747,6,FACULTAD DE CIENCIAS ADMINISTRATIVAS Y CONTABLES,CONTADURÍA PÚBLICA,2.93,F,40.0,I.E. JOSE CAYETANO VASQUEZ,240,48,NO,11412028
151,1,16.0,3.0249999999999995,3,FACULTAD DE CIENCIAS ADMINISTRATIVAS Y CONTABLES,CONTADURÍA PÚBLICA,3.02,M,32.0,IE NORMAL SUPERIOR DE MONTERREY,54,55,SI,11412501
152,2,26.0,2.7038461538461545,5,FACULTAD DE CIENCIAS ADMINISTRATIVAS Y CONTABLES,CONTADURÍA PÚBLICA,1.54,F,26.0,ESCUELA NORMAL SUPERIOR LEONOR ALVAREZ PINZON,46,45,SI,11412503
153,10,168.0,3.661904761904762,8,FACULTAD DE CIENCIAS ADMINISTRATIVAS Y CONTABLES,CONTADURÍA PÚBLICA,3.24,F,24.0,I.E. INEM JOSE EUSTASIO RIVERA,45,45,NO,11412504
154,3,42.0,3.392857142857143,3,FACULTAD DE CIENCIAS ADMINISTRATIVAS Y CONTABLES,CONTADURÍA PÚBLICA,3.12,F,27.0,COL COOP COOSERVICIOS,487,56,SI,11412506
155,2,30.0,3.953333333333333,0,FACULTAD DE CIENCIAS ADMINISTRATIVAS Y CONTABLES,CONTADURÍA PÚBLICA,3.84,F,29.0,COLEGIO DE PREESCOLAR Y EDUCACION BASICA SAGRADO CORAZON,47,50,SI,11412507
156,2,27.0,3.8259259259259264,1,FACULTAD DE CIENCIAS ADMINISTRATIVAS Y CONTABLES,CONTADURÍA PÚBLICA,3.69,M,27.0,I.E.COLEGIO LA NUEVA FAMILIA,512,59,SI,11412508
157,10,165.0,3.3430303030303032,6,FACULTAD DE CIENCIAS ADMINISTRATIVAS Y CONTABLES,CONTADURÍA PÚBLICA,3.03,M,58.0,UNIDAD DE EDUCACION Y CAPACITACION TECNICO COMERCIAL UNDETEC,48,51,NO,11412509
158,8,162.0,3.8080246913580247,6,FACULTAD DE CIENCIAS ADMINISTRATIVAS Y CONTABLES,CONTADURÍA PÚBLICA,3.33,F,27.0,ESCUELA NORMAL SUPERIOR SANTIAGO DE TUNJA,493,52,NO,11412510
159,10,160.0,3.70625,4,FACULTAD DE CIENCIAS ADMINISTRATIVAS Y CONTABLES,CONTADURÍA PÚBLICA,4.5,M,24.0,INST TEC INTEGRADO DE TRINIDAD,47,51,NO,11412511
160,1,16.0,4.21875,0,FACULTAD DE CIENCIAS ADMINISTRATIVAS Y CONTABLES,CONTADURÍA PÚBLICA,4.22,F,24.0,I.E.T AGROPECUARIA DE PALERMO,51,50,SI,11413002
161,4,49.0,2.5224489795918372,13,FACULTAD DE CIENCIAS ADMINISTRATIVAS Y CONTABLES,CONTADURÍA PÚBLICA,1.9,M,27.0,COLEGIO MILITAR INOCENCIO CHINCA,51,52,SI,11413003
162,9,153.0,3.9673202614379086,1,FACULTAD DE CIENCIAS ADMINISTRATIVAS Y CONTABLES,CONTADURÍA PÚBLICA,2.99,F,21.0,I.E. TOMAS VASQUEZ RODRIGUEZ,405,42,NO,11413005
163,10,161.0,3.8018633540372666,4,FACULTAD DE CIENCIAS ADMINISTRATIVAS Y CONTABLES,CONTADURÍA PÚBLICA,4.8,F,23.0,INSTITUCIÓN EDUCATIVA FRANCISCO DE PAULA SANTANDER,399,45,NO,11413006
164,10,160.0,3.743125,4,FACULTAD DE CIENCIAS ADMINISTRATIVAS Y CONTABLES,CONTADURÍA PÚBLICA,4.88,M,22.0,COLEGIO MILITAR CORONEL JUAN JOSE RONDON,388,46,NO,11413007
165,8,177.0,3.7135593220338974,11,FACULTAD DE CIENCIAS ADMINISTRATIVAS Y CONTABLES,CONTADURÍA PÚBLICA,4.58,F,28.0,ESCUELA NORMAL SUPERIOR SANTIAGO DE TUNJA,341,48,NO,11413008
166,10,165.0,3.6581818181818178,6,FACULTAD DE CIENCIAS ADMINISTRATIVAS Y CONTABLES,CONTADURÍA PÚBLICA,3.49,F,25.0,INSTITUCIÓN EDUCATIVA TÉCNICA AGROPECUARIA LA ESMERALDA CHIVOR,302,41,NO,11413010
167,9,153.0,4.227450980392157,1,FACULTAD DE CIENCIAS ADMINISTRATIVAS Y CONTABLES,CONTADURÍA PÚBLICA,3.45,F,22.0,I.E. LUIS HERNANDEZ VARGAS,50,50,NO,11413013
168,7,108.0,3.0435185185185185,16,FACULTAD DE CIENCIAS ADMINISTRATIVAS Y CONTABLES,CONTADURÍA PÚBLICA,2.65,F,28.0,GIMNASIO MODERNO SANTA SOFIA-DUITAMA,43,44,SI,11413014
169,4,153.0,3.8856209150326806,1,FACULTAD DE CIENCIAS ADMINISTRATIVAS Y CONTABLES,CONTADURÍA PÚBLICA,3.47,F,22.0,COLEGIO GUILLERMO LEON VALENCIA,42,41,NO,11413016
170,2,84.0,4.061904761904762,5,FACULTAD DE CIENCIAS ADMINISTRATIVAS Y CONTABLES,CONTADURÍA PÚBLICA,2.9,M,28.0,INSTITUTO DE EDUCACION MEDIA DIVERSIFICADA INEM CARLOS ARTURO TORRES,44,46,SI,11413017
171,7,153.0,3.9137254901960783,1,FACULTAD DE CIENCIAS ADMINISTRATIVAS Y CONTABLES,CONTADURÍA PÚBLICA,4.15,M,26.0,IE DE SORA,378,42,NO,11413501
172,8,161.0,3.9130434782608696,5,FACULTAD DE CIENCIAS ADMINISTRATIVAS Y CONTABLES,CONTADURÍA PÚBLICA,5.0,F,27.0,I.E. NORMAL SUPERIOR SOR JOSEFA DEL CASTILLO Y GUEVARA,42,40,NO,11413504
173,8,163.0,3.925766871165645,5,FACULTAD DE CIENCIAS ADMINISTRATIVAS Y CONTABLES,CONTADURÍA PÚBLICA,5.0,F,23.0,IE NORMAL SUPERIOR LA PRESENTACION,61,62,NO,11413505
174,7,100.0,3.2079999999999997,11,FACULTAD DE CIENCIAS ADMINISTRATIVAS Y CONTABLES,CONTADURÍA PÚBLICA,3.08,F,26.0,LICEO DE LA PRESENTACION,365,50,SI,11413507
175,1,16.0,4.04375,0,FACULTAD DE CIENCIAS ADMINISTRATIVAS Y CONTABLES,CONTADURÍA PÚBLICA,4.04,M,31.0,IE ANTONIO RICAURTE,50,53,SI,11413508
176,9,168.0,3.6791666666666663,9,FACULTAD DE CIENCIAS ADMINISTRATIVAS Y CONTABLES,CONTADURÍA PÚBLICA,2.87,F,27.0,COL. ADVENTISTA BARBOSA,449,51,NO,11413509
178,1,22.0,1.7227272727272727,6,FACULTAD DE CIENCIAS ADMINISTRATIVAS Y CONTABLES,CONTADURÍA PÚBLICA,1.72,M,26.0,I.E.T. AGROINDUSTRIAL CUSAGUI,453,50,SI,11413512
179,11,158.0,3.6227848101265816,3,FACULTAD DE CIENCIAS ADMINISTRATIVAS Y CONTABLES,CONTADURÍA PÚBLICA,4.1,F,23.0,IE PUENTE DE PIEDRA,441,50,NO,11413513
180,1,11.0,0.1909090909090909,6,FACULTAD DE CIENCIAS ADMINISTRATIVAS Y CONTABLES,CONTADURÍA PÚBLICA,0.19,M,25.0,I.E. INEM JOSE EUSTASIO RIVERA,42,43,SI,11413514
181,13,190.0,3.234736842105263,22,FACULTAD DE CIENCIAS ADMINISTRATIVAS Y CONTABLES,CONTADURÍA PÚBLICA,3.16,M,24.0,I.E. TEC IND ANTONIO RICAURTE,364,41,NO,11414001
182,10,164.0,3.5652439024390246,6,FACULTAD DE CIENCIAS ADMINISTRATIVAS Y CONTABLES,CONTADURÍA PÚBLICA,3.36,M,24.0,IE JOSE MARIA CORDOBA - FLORIDA,42,43,NO,11414002
183,4,109.0,3.6954128440366967,11,FACULTAD DE CIENCIAS ADMINISTRATIVAS Y CONTABLES,CONTADURÍA PÚBLICA,2.55,M,26.0,IE LAS MERCEDES,324,168,SI,11414003
184,3,42.0,3.6547619047619047,2,FACULTAD DE CIENCIAS ADMINISTRATIVAS Y CONTABLES,CONTADURÍA PÚBLICA,3.97,M,25.0,IE TEC SEÑOR DE LOS MILAGROS,375,47,SI,11414006
185,10,134.0,3.6283582089552238,3,FACULTAD DE CIENCIAS ADMINISTRATIVAS Y CONTABLES,CONTADURÍA PÚBLICA,3.87,M,26.0,IE VADO CASTRO,44,41,NO,11414007
186,2,27.0,1.5740740740740742,9,FACULTAD DE CIENCIAS ADMINISTRATIVAS Y CONTABLES,CONTADURÍA PÚBLICA,0.93,M,25.0,I.E. INEM JOSE EUSTASIO RIVERA,42,43,SI,11414008
187,4,46.0,0.8152173913043478,19,FACULTAD DE CIENCIAS ADMINISTRATIVAS Y CONTABLES,CONTADURÍA PÚBLICA,0.45,M,25.0,IE ESCUELA NORMAL SUPERIOR - SOCHA,46,42,SI,11414010
188,9,153.0,3.9712418300653596,1,FACULTAD DE CIENCIAS ADMINISTRATIVAS Y CONTABLES,CONTADURÍA PÚBLICA,3.47,M,24.0,IE RAFAEL URIBE URIBE,50,48,NO,11414501
189,9,153.0,3.8477124183006537,1,FACULTAD DE CIENCIAS ADMINISTRATIVAS Y CONTABLES,CONTADURÍA PÚBLICA,3.48,F,22.0,IE TEC JOSE IGNACIO DE MARQUEZ,45,44,NO,11414503
190,2,30.0,4.0633333333333335,0,FACULTAD DE CIENCIAS ADMINISTRATIVAS Y CONTABLES,CONTADURÍA PÚBLICA,4.16,F,26.0,IE LICEO ANTIOQUEÑO,55,56,SI,11414504
191,4,107.0,3.9775700934579437,1,FACULTAD DE CIENCIAS ADMINISTRATIVAS Y CONTABLES,CONTADURÍA PÚBLICA,3.8,F,30.0,I.E.T. DE NAZARETH,356,56,SI,11414506
192,4,48.0,2.6229166666666672,10,FACULTAD DE CIENCIAS ADMINISTRATIVAS Y CONTABLES,CONTADURÍA PÚBLICA,0.6,F,24.0,INSTITUCIÓN EDUCATIVA TÉCNICA AGROINDUSTRIAL,395,42,SI,11414507
193,9,153.0,3.9640522875816995,1,FACULTAD DE CIENCIAS ADMINISTRATIVAS Y CONTABLES,CONTADURÍA PÚBLICA,3.52,M,22.0,INSTITUTO TECNICO INDUSTRIAL FRANCISCO DE PAULA SANTANDER,349,50,NO,11414509
194,1,16.0,0.6062500000000001,8,FACULTAD DE CIENCIAS ADMINISTRATIVAS Y CONTABLES,CONTADURÍA PÚBLICA,0.61,F,23.0,IE NORMAL SUPERIOR - SABOYÁ,40,40,SI,11414510
195,1,16.0,3.41875,1,FACULTAD DE CIENCIAS ADMINISTRATIVAS Y CONTABLES,CONTADURÍA PÚBLICA,3.42,F,26.0,IE JESUS BERNAL PINZON,45,46,SI,11414511
196,3,43.0,3.6930232558139537,1,FACULTAD DE CIENCIAS ADMINISTRATIVAS Y CONTABLES,CONTADURÍA PÚBLICA,3.59,F,43.0,IE  LIC DEL LLANO CARO Y CUERVO,322,64,SI,11415004
197,9,160.0,3.8224999999999993,4,FACULTAD DE CIENCIAS ADMINISTRATIVAS Y CONTABLES,CONTADURÍA PÚBLICA,3.52,M,25.0,COLEGIO COMERCIAL ADVENTISTA DE SOGAMOSO - CADES,432,46,NO,11415005
198,10,158.0,3.6151898734177217,3,FACULTAD DE CIENCIAS ADMINISTRATIVAS Y CONTABLES,CONTADURÍA PÚBLICA,5.0,M,23.0,CENTRO EDUCATIVO JUAN DE LA SALLE,52,48,NO,11415008
199,1,16.0,3.9562500000000003,0,FACULTAD DE CIENCIAS ADMINISTRATIVAS Y CONTABLES,CONTADURÍA PÚBLICA,3.96,F,26.0,IE TECNICA RAMON IGNACIO AVELLA,262,52,SI,11415501
200,1,16.0,3.45625,1,FACULTAD DE CIENCIAS ADMINISTRATIVAS Y CONTABLES,CONTADURÍA PÚBLICA,3.46,F,22.0,INSTITUCIÓN EDUCATIVA POLITÉCNICO ÁLVARO GONZÁLEZ SANTANA,53,55,SI,11415503
201,1,16.0,3.51875,1,FACULTAD DE CIENCIAS ADMINISTRATIVAS Y CONTABLES,CONTADURÍA PÚBLICA,3.52,F,23.0,I.E. SUAZAPAWA,51,51,SI,11416001
202,6,71.0,2.563380281690141,15,FACULTAD DE CIENCIAS ADMINISTRATIVAS Y CONTABLES,CONTADURÍA PÚBLICA,0.12,M,22.0,LICEO DE LA PRESENTACION,275,54,NO,11416003
203,1,16.0,3.89375,0,FACULTAD DE CIENCIAS ADMINISTRATIVAS Y CONTABLES,CONTADURÍA PÚBLICA,3.89,F,22.0,IE RIO DE PIEDRAS,292,57,SI,11416004
204,10,162.0,3.6870370370370376,5,FACULTAD DE CIENCIAS ADMINISTRATIVAS Y CONTABLES,CONTADURÍA PÚBLICA,4.2,M,22.0,IE ANTONIO RICAURTE,52,52,NO,11416005
205,4,64.0,3.2609375,12,FACULTAD DE CIENCIAS ADMINISTRATIVAS Y CONTABLES,CONTADURÍA PÚBLICA,1.6,F,26.0,IE JOSE MARIA CORDOBA - FLORIDA,45,46,SI,11416006
206,9,156.0,3.967307692307692,2,FACULTAD DE CIENCIAS ADMINISTRATIVAS Y CONTABLES,CONTADURÍA PÚBLICA,3.68,F,21.0,IE JESUS BERNAL PINZON,279,56,NO,11416007
207,5,153.0,3.847058823529412,2,FACULTAD DE CIENCIAS ADMINISTRATIVAS Y CONTABLES,CONTADURÍA PÚBLICA,0.0,F,27.0,COLEGIO DE BOYACÁ,52,54,NO,11416009
208,1,16.0,1.55,7,FACULTAD DE CIENCIAS ADMINISTRATIVAS Y CONTABLES,CONTADURÍA PÚBLICA,1.55,F,23.0,CENTRO EDUCATIVO SAN AGUSTIN,275,41,SI,11416012
209,9,153.0,4.109803921568627,1,FACULTAD DE CIENCIAS ADMINISTRATIVAS Y CONTABLES,CONTADURÍA PÚBLICA,3.47,M,24.0,ESCUELA NORMAL  SUPERIOR ANTONIA SANTOS,55,56,NO,11416013
210,9,152.0,3.5500000000000003,8,FACULTAD DE CIENCIAS ADMINISTRATIVAS Y CONTABLES,CONTADURÍA PÚBLICA,4.02,M,23.0,COL. NUESTRA SEÑORA DE FÁTIMA,269,146,NO,11416501
211,3,50.0,3.6959999999999997,2,FACULTAD DE CIENCIAS ADMINISTRATIVAS Y CONTABLES,CONTADURÍA PÚBLICA,3.55,F,28.0,INSTITUTO TECNICO GONZALO SUAREZ RENDON,379,234,SI,11416502
212,1,16.0,0.3625,8,FACULTAD DE CIENCIAS ADMINISTRATIVAS Y CONTABLES,CONTADURÍA PÚBLICA,0.36,M,27.0,COLEGIO MANUEL FAUSTINO MOJICA,37,35,SI,11416503
213,1,78.0,4.116666666666667,2,FACULTAD DE CIENCIAS ADMINISTRATIVAS Y CONTABLES,CONTADURÍA PÚBLICA,4.12,M,26.0,IE LAS MERCEDES,324,41,SI,11416504
214,9,132.0,3.416666666666667,12,FACULTAD DE CIENCIAS ADMINISTRATIVAS Y CONTABLES,CONTADURÍA PÚBLICA,3.57,F,22.0,EL CHARCO,241,49,NO,11416505
215,1,16.0,2.59375,5,FACULTAD DE CIENCIAS ADMINISTRATIVAS Y CONTABLES,CONTADURÍA PÚBLICA,2.59,F,22.0,INSTITUCIÓN EDUCATIVA DEPARTAMENTAL LA CANDELARIA-SABANAS DE SAN ÁNGEL,308,62,SI,11416506
216,1,16.0,1.225,8,FACULTAD DE CIENCIAS ADMINISTRATIVAS Y CONTABLES,CONTADURÍA PÚBLICA,1.23,F,23.0,IE CAMILO TORRES RESTREPO - AGUAZUL,210,44,SI,11416507
217,8,138.0,4.12536231884058,1,FACULTAD DE CIENCIAS ADMINISTRATIVAS Y CONTABLES,CONTADURÍA PÚBLICA,4.39,F,22.0,INSTITUCIÓN EDUCATIVA JOSÉ CAYETANO VÁSQUEZ,245,47,NO,11417001
218,8,145.0,3.9372413793103447,1,FACULTAD DE CIENCIAS ADMINISTRATIVAS Y CONTABLES,CONTADURÍA PÚBLICA,4.39,M,23.0,INSTITUCIÓN EDUCATIVA DE EDUCACIÓN BÁSICA Y MEDIA TÉCNICA JOSÉ ANTONIO PÁEZ,47,50,NO,11417002
219,8,139.0,4.120143884892086,1,FACULTAD DE CIENCIAS ADMINISTRATIVAS Y CONTABLES,CONTADURÍA PÚBLICA,4.51,M,22.0,IE TEC JOSE IGNACIO DE MARQUEZ,243,50,NO,11417003
220,8,118.0,3.3466101694915253,6,FACULTAD DE CIENCIAS ADMINISTRATIVAS Y CONTABLES,CONTADURÍA PÚBLICA,3.55,M,25.0,IE ESCUELA NORMAL SUPERIOR - SOCHA,46,36,NO,11417004
221,8,137.0,3.7627737226277373,3,FACULTAD DE CIENCIAS ADMINISTRATIVAS Y CONTABLES,CONTADURÍA PÚBLICA,4.19,F,21.0,ESCUELA NORMAL  SUPERIOR ANTONIA SANTOS,272,52,NO,11417005
222,2,23.0,4.017391304347826,0,FACULTAD DE CIENCIAS ADMINISTRATIVAS Y CONTABLES,CONTADURÍA PÚBLICA,4.27,M,22.0,INSTITUCIÓN EDUCATIVA NORMAL SUPERIOR SOR JOSEFA DEL CASTILLO Y GUEVARA,243,48,SI,11417006
223,8,136.0,3.780882352941177,1,FACULTAD DE CIENCIAS ADMINISTRATIVAS Y CONTABLES,CONTADURÍA PÚBLICA,4.08,F,21.0,INSTITUTO TÉCNICO EMPRESARIAL EL YOPAL,239,48,NO,11417007
224,8,155.0,3.9625806451612906,2,FACULTAD DE CIENCIAS ADMINISTRATIVAS Y CONTABLES,CONTADURÍA PÚBLICA,4.8,F,24.0,COLEGIO  TRINIDAD CAMACHO PINZON,854,38,NO,11417008
225,1,16.0,3.6999999999999997,0,FACULTAD DE CIENCIAS ADMINISTRATIVAS Y CONTABLES,CONTADURÍA PÚBLICA,3.7,F,21.0,COLEGIO SAGRADO CORAZON DE MOSQUERA,295,62,SI,11417009
226,1,67.0,3.5880597014925373,9,FACULTAD DE CIENCIAS ADMINISTRATIVAS Y CONTABLES,CONTADURÍA PÚBLICA,3.59,M,24.0,INSTITUCIÓN EDUCATIVA SAN JERÓNIMO EMILIANI,320,41,SI,11417010
227,8,136.0,4.301470588235294,0,FACULTAD DE CIENCIAS ADMINISTRATIVAS Y CONTABLES,CONTADURÍA PÚBLICA,4.53,M,21.0,IE RAFAEL URIBE URIBE,293,57,NO,11417011
228,3,38.0,2.1684210526315786,10,FACULTAD DE CIENCIAS ADMINISTRATIVAS Y CONTABLES,CONTADURÍA PÚBLICA,0.4,F,23.0,IE CAMILO TORRES RESTREPO - AGUAZUL,210,44,SI,11417013
229,7,119.0,3.954621848739496,3,FACULTAD DE CIENCIAS ADMINISTRATIVAS Y CONTABLES,CONTADURÍA PÚBLICA,4.45,F,21.0,COLEGIO DE E BASICA Y MEDIA T JOSE ANTONIO PAEZ,262,56,NO,11417503
230,7,107.0,3.5028037383177573,5,FACULTAD DE CIENCIAS ADMINISTRATIVAS Y CONTABLES,CONTADURÍA PÚBLICA,3.71,M,21.0,IE GUSTAVO ROMERO HERNANDEZ,236,46,NO,11417505
231,7,121.0,4.473553719008265,0,FACULTAD DE CIENCIAS ADMINISTRATIVAS Y CONTABLES,CONTADURÍA PÚBLICA,4.49,F,21.0,INSTITUCIÓN EDUCATIVA TÉNICA INDUSTRIAL Y MINERAL DE PAZDE RIO,282,56,NO,11417506
232,1,14.0,0.942857142857143,7,FACULTAD DE CIENCIAS ADMINISTRATIVAS Y CONTABLES,CONTADURÍA PÚBLICA,0.94,M,27.0,INSTITUCIÓN EDUCATIVA URIBESCO,359,45,SI,11417509
233,6,100.0,3.55,6,FACULTAD DE CIENCIAS ADMINISTRATIVAS Y CONTABLES,CONTADURÍA PÚBLICA,3.94,F,24.0,COLEGIO SAN JOSE DE GUANENTA,238,46,NO,11418001
