,n_semesters,sum_credits,GPA,failed_subjects,FACULTAD,NOMBRE_PROGRAMA,gpa_last_semester,GENERO,EDAD,COLEGIO_PROCEDENCIA,ES_DESERTOR,Codigo,PUNT_TOTAL_NORMALIZED,PUNT_AREA_NORMALIZED
104,1,15.0,3.48,1,FACULTAD DE CIENCIAS ADMINISTRATIVAS Y CONTABLES,ADMINISTRACIÓN DE EMPRESAS,3.48,M,22.0,I.E. JOSE MARIA POTIER,SI,11318007,0.3129689174705252,0.0762987012987013
105,6,141.0,3.499290780141844,2,FACULTAD DE CIENCIAS ADMINISTRATIVAS Y CONTABLES,ADMINISTRACIÓN DE EMPRESAS,3.36,F,27.0,IE ANTONIO RICAURTE,NO,11318015,0.08681672025723472,0.06655844155844157
106,4,77.0,3.32077922077922,7,FACULTAD DE CIENCIAS ADMINISTRATIVAS Y CONTABLES,ADMINISTRACIÓN DE EMPRESAS,3.86,F,25.0,I.E. NACIONALIZADA TECNICA AGROPECUARIA CAMPOHERMOSO,NO,11318017,0.0857449088960343,0.06655844155844157
107,1,15.0,2.253333333333333,7,FACULTAD DE CIENCIAS ADMINISTRATIVAS Y CONTABLES,ADMINISTRACIÓN DE EMPRESAS,2.25,F,19.0,INSTITUCIÓN EDUCATIVA VALLE DE TENZA,NO,11318503,0.34726688102893893,0.08441558441558442
108,4,55.0,3.461818181818182,3,FACULTAD DE CIENCIAS ADMINISTRATIVAS Y CONTABLES,ADMINISTRACIÓN DE EMPRESAS,3.71,M,21.0,I.E. TEC JACINTO VEGA,NO,11318504,0.37084673097534837,0.09253246753246754
109,2,29.0,3.572413793103448,1,FACULTAD DE CIENCIAS ADMINISTRATIVAS Y CONTABLES,ADMINISTRACIÓN DE EMPRESAS,3.76,F,20.0,IE PANAMERICANO PUENTE BOYACA,NO,11318505,0.33762057877813506,0.08116883116883117
110,1,15.0,1.0266666666666666,7,FACULTAD DE CIENCIAS ADMINISTRATIVAS Y CONTABLES,ADMINISTRACIÓN DE EMPRESAS,1.03,M,24.0,COLEGIO DE BACHILLERATO NUEVA ESPERANZA,NO,11318506,0.3579849946409432,0.08766233766233766
111,3,43.0,3.2976744186046516,3,FACULTAD DE CIENCIAS ADMINISTRATIVAS Y CONTABLES,ADMINISTRACIÓN DE EMPRESAS,3.19,F,21.0,COLEGIO LUIS CARLOS GALÁN SARMIENTO,NO,11318507,0.2958199356913183,0.06980519480519481
112,1,13.0,3.107692307692308,3,FACULTAD DE CIENCIAS ADMINISTRATIVAS Y CONTABLES,ADMINISTRACIÓN DE EMPRESAS,3.11,M,20.0,INSTITUCIÓN EDUCATIVA HÉCTOR JULIO GÓMEZ,NO,11318508,0.3183279742765273,0.07792207792207792
113,1,14.0,1.5071428571428573,7,FACULTAD DE CIENCIAS ADMINISTRATIVAS Y CONTABLES,ADMINISTRACIÓN DE EMPRESAS,1.51,M,25.0,COLEGIO CORPORACION SANTO DOMINGO,NO,11318509,0.35476956055734193,0.08766233766233766
114,5,69.0,3.789855072463768,2,FACULTAD DE CIENCIAS ADMINISTRATIVAS Y CONTABLES,ADMINISTRACIÓN DE EMPRESAS,4.24,M,20.0,COLEGIO NACIONALIZADO JUAN JOSE RONDÓN,NO,11318510,0.36012861736334406,0.08766233766233766
115,1,15.0,1.7800000000000002,7,FACULTAD DE CIENCIAS ADMINISTRATIVAS Y CONTABLES,ADMINISTRACIÓN DE EMPRESAS,1.78,M,22.0,LIC TEQUENDAMA-LA MESA,NO,11318511,0.3440514469453376,0.08766233766233766
116,1,6.0,0.9666666666666668,3,FACULTAD DE CIENCIAS ADMINISTRATIVAS Y CONTABLES,ADMINISTRACIÓN DE EMPRESAS,0.97,F,25.0,IE RAFAEL BERNAL JIMENEZ,NO,11318512,0.2915326902465166,0.07305194805194805
117,2,59.0,4.3,0,FACULTAD DE CIENCIAS ADMINISTRATIVAS Y CONTABLES,ADMINISTRACIÓN DE EMPRESAS,4.28,F,23.0,I.E. LA LIBERTAD,NO,11320001,0.3333333333333333,0.08279220779220779
118,2,29.0,4.0793103448275865,0,FACULTAD DE CIENCIAS ADMINISTRATIVAS Y CONTABLES,ADMINISTRACIÓN DE EMPRESAS,3.96,F,18.0,ESCUELA NORMAL SUPERIOR DE MONTERREY,NO,11320002,0.31189710610932475,0.0762987012987013
119,2,29.0,4.1000000000000005,0,FACULTAD DE CIENCIAS ADMINISTRATIVAS Y CONTABLES,ADMINISTRACIÓN DE EMPRESAS,4.31,F,18.0,COLEGIO NUESTRA SEÑORA DE LA PRESENTACION,NO,11320004,0.32475884244372993,0.07792207792207792
120,2,29.0,2.4482758620689653,7,FACULTAD DE CIENCIAS ADMINISTRATIVAS Y CONTABLES,ADMINISTRACIÓN DE EMPRESAS,1.24,F,18.0,ESCUELA NORMAL NACIONAL PARA SEÑORITAS ANTONIO NARIÑO,NO,11320005,0.3279742765273312,0.07792207792207792
121,2,28.0,3.775000000000001,2,FACULTAD DE CIENCIAS ADMINISTRATIVAS Y CONTABLES,ADMINISTRACIÓN DE EMPRESAS,4.18,M,18.0,COLEGIO PABLO NERUDA,NO,11320006,0.3740621650589496,0.09090909090909091
122,2,29.0,4.468965517241379,0,FACULTAD DE CIENCIAS ADMINISTRATIVAS Y CONTABLES,ADMINISTRACIÓN DE EMPRESAS,4.56,F,18.0,COLEGIO ISABEL VALBUENA CIFUENTES,NO,11320007,0.3687031082529475,0.09253246753246754
123,2,27.0,4.007407407407407,0,FACULTAD DE CIENCIAS ADMINISTRATIVAS Y CONTABLES,ADMINISTRACIÓN DE EMPRESAS,4.29,M,23.0,COLEGIO GARCIA LORCA-TUNJA,NO,11320008,0.34833869239013937,0.08603896103896104
124,1,15.0,3.0533333333333332,3,FACULTAD DE CIENCIAS ADMINISTRATIVAS Y CONTABLES,ADMINISTRACIÓN DE EMPRESAS,3.05,F,24.0,CENTRO EDUCATIVO SAN AGUSTIN,NO,11320009,0.27867095391211144,0.06818181818181819
125,2,29.0,4.055172413793104,0,FACULTAD DE CIENCIAS ADMINISTRATIVAS Y CONTABLES,ADMINISTRACIÓN DE EMPRESAS,4.14,F,18.0,I.E. TEC IND ANTONIO RICAURTE,NO,11320010,0.2529474812433012,0.053571428571428575
126,1,15.0,3.366666666666667,1,FACULTAD DE CIENCIAS ADMINISTRATIVAS Y CONTABLES,ADMINISTRACIÓN DE EMPRESAS,3.37,M,21.0,I.E. NUESTRA SEÑORA DE LAS MERCEDES-LA UVITA,NO,11320011,0.32475884244372993,0.07792207792207792
127,1,15.0,3.5933333333333333,1,FACULTAD DE CIENCIAS ADMINISTRATIVAS Y CONTABLES,ADMINISTRACIÓN DE EMPRESAS,3.59,M,21.0,COL PARROQ SAN LUIS GONZAGA - BARBOSA,NO,11320013,0.3183279742765273,0.08441558441558442
128,2,29.0,4.106896551724137,0,FACULTAD DE CIENCIAS ADMINISTRATIVAS Y CONTABLES,ADMINISTRACIÓN DE EMPRESAS,4.16,F,24.0,INSTITUTO EDUCATIVO CARLOS LLERAS RESTREPO,NO,11320014,0.28938906752411575,0.07142857142857142
129,2,29.0,3.906896551724137,0,FACULTAD DE CIENCIAS ADMINISTRATIVAS Y CONTABLES,ADMINISTRACIÓN DE EMPRESAS,3.99,F,18.0,INSTITUCIÓN EDUCATIVA TÉCNICA ALEJANDRO DE HUMBOLDT,NO,11320015,0.34833869239013937,0.08441558441558442
130,2,29.0,4.3517241379310345,0,FACULTAD DE CIENCIAS ADMINISTRATIVAS Y CONTABLES,ADMINISTRACIÓN DE EMPRESAS,4.27,M,25.0,COLEGIO GUILLERMO LEON VALENCIA,NO,11320016,0.5937834941050375,0.5568181818181819
131,1,15.0,0.7,8,FACULTAD DE CIENCIAS ADMINISTRATIVAS Y CONTABLES,ADMINISTRACIÓN DE EMPRESAS,0.7,M,22.0,ICFES,NO,11320017,0.3183279742765273,0.0762987012987013
132,12,151.0,2.7821192052980135,24,FACULTAD DE CIENCIAS ADMINISTRATIVAS Y CONTABLES,CONTADURÍA PÚBLICA,2.9,M,32.0,NINGUNA,SI,11412001,0.090032154340836,0.06006493506493507
133,10,156.0,3.8333333333333335,2,FACULTAD DE CIENCIAS ADMINISTRATIVAS Y CONTABLES,CONTADURÍA PÚBLICA,4.5,M,21.0,COL. NUESTRA SEÑORA DE FÁTIMA,NO,11412002,0.3762057877813505,0.07142857142857142
134,3,101.0,4.06039603960396,5,FACULTAD DE CIENCIAS ADMINISTRATIVAS Y CONTABLES,CONTADURÍA PÚBLICA,3.38,F,30.0,INSTITUTO DE EDUCACION FORMAL PARA ADULTOS CON ENFASIS EN FORMACION EMPRESARIAL COMFABOY,SI,11412003,0.4394426580921758,0.0762987012987013
135,9,163.0,3.820858895705521,6,FACULTAD DE CIENCIAS ADMINISTRATIVAS Y CONTABLES,CONTADURÍA PÚBLICA,5.0,F,30.0,COLEGIO CORPORACION SANTO DOMINGO,NO,11412004,0.41264737406216506,0.07792207792207792
136,10,166.0,3.4602409638554223,6,FACULTAD DE CIENCIAS ADMINISTRATIVAS Y CONTABLES,CONTADURÍA PÚBLICA,3.22,F,26.0,IE FABIO RIVEROS,NO,11412005,0.07502679528403,0.05194805194805195
137,2,23.0,3.6608695652173906,0,FACULTAD DE CIENCIAS ADMINISTRATIVAS Y CONTABLES,CONTADURÍA PÚBLICA,3.59,F,31.0,I.E. ROBERTO VELANDIA,SI,11412006,0.48981779206859594,0.07142857142857142
138,5,68.0,2.6220588235294118,13,FACULTAD DE CIENCIAS ADMINISTRATIVAS Y CONTABLES,CONTADURÍA PÚBLICA,2.27,F,29.0,INSTITUCIÓN EDUCATIVA COLEGIO EMPRESARIAL DE BOYACÁ,SI,11412008,0.3590568060021436,0.07142857142857142
139,9,157.0,3.8649681528662425,3,FACULTAD DE CIENCIAS ADMINISTRATIVAS Y CONTABLES,CONTADURÍA PÚBLICA,3.13,M,26.0,COLEGIO CORPORACION SANTO DOMINGO,NO,11412011,0.4190782422293676,0.06818181818181819
140,3,39.0,3.264102564102564,2,FACULTAD DE CIENCIAS ADMINISTRATIVAS Y CONTABLES,CONTADURÍA PÚBLICA,1.87,F,28.0,COLEGIO LICEO NACIONAL AGUSTIN NIETO CABALLERO (IED),SI,11412012,0.40514469453376206,0.06818181818181819
141,9,153.0,4.0928104575163395,1,FACULTAD DE CIENCIAS ADMINISTRATIVAS Y CONTABLES,CONTADURÍA PÚBLICA,3.56,F,23.0,COL COOP PROSPERO PINZON,NO,11412013,0.3762057877813505,0.07142857142857142
142,10,158.0,3.4879746835443037,3,FACULTAD DE CIENCIAS ADMINISTRATIVAS Y CONTABLES,CONTADURÍA PÚBLICA,4.9,F,30.0,I.E. SILVINO RODRIGUEZ,NO,11412015,0.08681672025723472,0.06331168831168832
143,11,162.0,3.5283950617283946,5,FACULTAD DE CIENCIAS ADMINISTRATIVAS Y CONTABLES,CONTADURÍA PÚBLICA,4.1,F,27.0,I.E. INDALECIO VASQUEZ,SI,11412016,0.082529474812433,0.07305194805194805
144,11,175.0,3.499428571428571,10,FACULTAD DE CIENCIAS ADMINISTRATIVAS Y CONTABLES,CONTADURÍA PÚBLICA,3.47,M,23.0,COLEGIO GUILLERMO LEON VALENCIA,NO,11412017,0.3429796355841372,0.07305194805194805
145,3,32.0,2.653125,10,FACULTAD DE CIENCIAS ADMINISTRATIVAS Y CONTABLES,CONTADURÍA PÚBLICA,0.9,F,25.0,IE TECNICA NACIONALIZADA DE SAMACA,SI,11412020,0.4030010718113612,0.05844155844155845
146,12,175.0,3.3777142857142857,11,FACULTAD DE CIENCIAS ADMINISTRATIVAS Y CONTABLES,CONTADURÍA PÚBLICA,3.34,F,23.0,IE ANTONIO RICAURTE,NO,11412021,0.08681672025723472,0.06493506493506494
147,1,16.0,3.8,0,FACULTAD DE CIENCIAS ADMINISTRATIVAS Y CONTABLES,CONTADURÍA PÚBLICA,3.8,M,27.0,INST TEC EMPRESARIAL,SI,11412022,0.3965702036441586,0.05844155844155845
148,10,159.0,3.69685534591195,3,FACULTAD DE CIENCIAS ADMINISTRATIVAS Y CONTABLES,CONTADURÍA PÚBLICA,4.58,F,22.0,IE SAGRADO CORAZON,NO,11412024,0.09431939978563772,0.0762987012987013
149,1,14.0,3.0285714285714285,4,FACULTAD DE CIENCIAS ADMINISTRATIVAS Y CONTABLES,CONTADURÍA PÚBLICA,3.03,F,28.0,COLEGIO GUILLERMO LEON VALENCIA,SI,11412025,0.0932475884244373,0.0762987012987013
150,10,166.0,3.663855421686747,6,FACULTAD DE CIENCIAS ADMINISTRATIVAS Y CONTABLES,CONTADURÍA PÚBLICA,2.93,F,40.0,I.E. JOSE CAYETANO VASQUEZ,NO,11412028,0.29689174705251875,0.07142857142857142
151,1,16.0,3.0249999999999995,3,FACULTAD DE CIENCIAS ADMINISTRATIVAS Y CONTABLES,CONTADURÍA PÚBLICA,3.02,M,32.0,IE NORMAL SUPERIOR DE MONTERREY,SI,11412501,0.097534833869239,0.08279220779220779
152,2,26.0,2.7038461538461545,5,FACULTAD DE CIENCIAS ADMINISTRATIVAS Y CONTABLES,CONTADURÍA PÚBLICA,1.54,F,26.0,ESCUELA NORMAL SUPERIOR LEONOR ALVAREZ PINZON,SI,11412503,0.08896034297963558,0.06655844155844157
153,10,168.0,3.661904761904762,8,FACULTAD DE CIENCIAS ADMINISTRATIVAS Y CONTABLES,CONTADURÍA PÚBLICA,3.24,F,24.0,I.E. INEM JOSE EUSTASIO RIVERA,NO,11412504,0.08788853161843516,0.06655844155844157
154,3,42.0,3.392857142857143,3,FACULTAD DE CIENCIAS ADMINISTRATIVAS Y CONTABLES,CONTADURÍA PÚBLICA,3.12,F,27.0,COL COOP COOSERVICIOS,SI,11412506,0.5616291532690246,0.08441558441558442
155,2,30.0,3.953333333333333,0,FACULTAD DE CIENCIAS ADMINISTRATIVAS Y CONTABLES,CONTADURÍA PÚBLICA,3.84,F,29.0,COLEGIO DE PREESCOLAR Y EDUCACION BASICA SAGRADO CORAZON,SI,11412507,0.090032154340836,0.07467532467532467
156,2,27.0,3.8259259259259264,1,FACULTAD DE CIENCIAS ADMINISTRATIVAS Y CONTABLES,CONTADURÍA PÚBLICA,3.69,M,27.0,I.E.COLEGIO LA NUEVA FAMILIA,SI,11412508,0.5884244372990354,0.08928571428571429
157,10,165.0,3.3430303030303032,6,FACULTAD DE CIENCIAS ADMINISTRATIVAS Y CONTABLES,CONTADURÍA PÚBLICA,3.03,M,58.0,UNIDAD DE EDUCACION Y CAPACITACION TECNICO COMERCIAL UNDETEC,NO,11412509,0.09110396570203644,0.0762987012987013
158,8,162.0,3.8080246913580247,6,FACULTAD DE CIENCIAS ADMINISTRATIVAS Y CONTABLES,CONTADURÍA PÚBLICA,3.33,F,27.0,ESCUELA NORMAL SUPERIOR SANTIAGO DE TUNJA,NO,11412510,0.5680600214362272,0.07792207792207792
159,10,160.0,3.70625,4,FACULTAD DE CIENCIAS ADMINISTRATIVAS Y CONTABLES,CONTADURÍA PÚBLICA,4.5,M,24.0,INST TEC INTEGRADO DE TRINIDAD,NO,11412511,0.090032154340836,0.0762987012987013
160,1,16.0,4.21875,0,FACULTAD DE CIENCIAS ADMINISTRATIVAS Y CONTABLES,CONTADURÍA PÚBLICA,4.22,F,24.0,I.E.T AGROPECUARIA DE PALERMO,SI,11413002,0.09431939978563772,0.07467532467532467
161,4,49.0,2.5224489795918372,13,FACULTAD DE CIENCIAS ADMINISTRATIVAS Y CONTABLES,CONTADURÍA PÚBLICA,1.9,M,27.0,COLEGIO MILITAR INOCENCIO CHINCA,SI,11413003,0.09431939978563772,0.07792207792207792
162,9,153.0,3.9673202614379086,1,FACULTAD DE CIENCIAS ADMINISTRATIVAS Y CONTABLES,CONTADURÍA PÚBLICA,2.99,F,21.0,I.E. TOMAS VASQUEZ RODRIGUEZ,NO,11413005,0.4737406216505895,0.061688311688311695
163,10,161.0,3.8018633540372666,4,FACULTAD DE CIENCIAS ADMINISTRATIVAS Y CONTABLES,CONTADURÍA PÚBLICA,4.8,F,23.0,INSTITUCIÓN EDUCATIVA FRANCISCO DE PAULA SANTANDER,NO,11413006,0.46730975348338694,0.06655844155844157
164,10,160.0,3.743125,4,FACULTAD DE CIENCIAS ADMINISTRATIVAS Y CONTABLES,CONTADURÍA PÚBLICA,4.88,M,22.0,COLEGIO MILITAR CORONEL JUAN JOSE RONDON,NO,11413007,0.4555198285101822,0.06818181818181819
165,8,177.0,3.7135593220338974,11,FACULTAD DE CIENCIAS ADMINISTRATIVAS Y CONTABLES,CONTADURÍA PÚBLICA,4.58,F,28.0,ESCUELA NORMAL SUPERIOR SANTIAGO DE TUNJA,NO,11413008,0.40514469453376206,0.07142857142857142
166,10,165.0,3.6581818181818178,6,FACULTAD DE CIENCIAS ADMINISTRATIVAS Y CONTABLES,CONTADURÍA PÚBLICA,3.49,F,25.0,INSTITUCIÓN EDUCATIVA TÉCNICA AGROPECUARIA LA ESMERALDA CHIVOR,NO,11413010,0.36334405144694537,0.06006493506493507
167,9,153.0,4.227450980392157,1,FACULTAD DE CIENCIAS ADMINISTRATIVAS Y CONTABLES,CONTADURÍA PÚBLICA,3.45,F,22.0,I.E. LUIS HERNANDEZ VARGAS,NO,11413013,0.0932475884244373,0.07467532467532467
168,7,108.0,3.0435185185185185,16,FACULTAD DE CIENCIAS ADMINISTRATIVAS Y CONTABLES,CONTADURÍA PÚBLICA,2.65,F,28.0,GIMNASIO MODERNO SANTA SOFIA-DUITAMA,SI,11413014,0.0857449088960343,0.06493506493506494
169,4,153.0,3.8856209150326806,1,FACULTAD DE CIENCIAS ADMINISTRATIVAS Y CONTABLES,CONTADURÍA PÚBLICA,3.47,F,22.0,COLEGIO GUILLERMO LEON VALENCIA,NO,11413016,0.08467309753483387,0.06006493506493507
170,2,84.0,4.061904761904762,5,FACULTAD DE CIENCIAS ADMINISTRATIVAS Y CONTABLES,CONTADURÍA PÚBLICA,2.9,M,28.0,INSTITUTO DE EDUCACION MEDIA DIVERSIFICADA INEM CARLOS ARTURO TORRES,SI,11413017,0.08681672025723472,0.06818181818181819
171,7,153.0,3.9137254901960783,1,FACULTAD DE CIENCIAS ADMINISTRATIVAS Y CONTABLES,CONTADURÍA PÚBLICA,4.15,M,26.0,IE DE SORA,NO,11413501,0.44480171489817794,0.061688311688311695
172,8,161.0,3.9130434782608696,5,FACULTAD DE CIENCIAS ADMINISTRATIVAS Y CONTABLES,CONTADURÍA PÚBLICA,5.0,F,27.0,I.E. NORMAL SUPERIOR SOR JOSEFA DEL CASTILLO Y GUEVARA,NO,11413504,0.08467309753483387,0.05844155844155845
173,8,163.0,3.925766871165645,5,FACULTAD DE CIENCIAS ADMINISTRATIVAS Y CONTABLES,CONTADURÍA PÚBLICA,5.0,F,23.0,IE NORMAL SUPERIOR LA PRESENTACION,NO,11413505,0.10503751339764202,0.09415584415584416
174,7,100.0,3.2079999999999997,11,FACULTAD DE CIENCIAS ADMINISTRATIVAS Y CONTABLES,CONTADURÍA PÚBLICA,3.08,F,26.0,LICEO DE LA PRESENTACION,SI,11413507,0.43086816720257237,0.07467532467532467
175,1,16.0,4.04375,0,FACULTAD DE CIENCIAS ADMINISTRATIVAS Y CONTABLES,CONTADURÍA PÚBLICA,4.04,M,31.0,IE ANTONIO RICAURTE,SI,11413508,0.0932475884244373,0.07954545454545454
176,9,168.0,3.6791666666666663,9,FACULTAD DE CIENCIAS ADMINISTRATIVAS Y CONTABLES,CONTADURÍA PÚBLICA,2.87,F,27.0,COL. ADVENTISTA BARBOSA,NO,11413509,0.5209003215434084,0.0762987012987013
178,1,22.0,1.7227272727272727,6,FACULTAD DE CIENCIAS ADMINISTRATIVAS Y CONTABLES,CONTADURÍA PÚBLICA,1.72,M,26.0,I.E.T. AGROINDUSTRIAL CUSAGUI,SI,11413512,0.52518756698821,0.07467532467532467
179,11,158.0,3.6227848101265816,3,FACULTAD DE CIENCIAS ADMINISTRATIVAS Y CONTABLES,CONTADURÍA PÚBLICA,4.1,F,23.0,IE PUENTE DE PIEDRA,NO,11413513,0.5123258306538049,0.07467532467532467
180,1,11.0,0.1909090909090909,6,FACULTAD DE CIENCIAS ADMINISTRATIVAS Y CONTABLES,CONTADURÍA PÚBLICA,0.19,M,25.0,I.E. INEM JOSE EUSTASIO RIVERA,SI,11413514,0.08467309753483387,0.06331168831168832
181,13,190.0,3.234736842105263,22,FACULTAD DE CIENCIAS ADMINISTRATIVAS Y CONTABLES,CONTADURÍA PÚBLICA,3.16,M,24.0,I.E. TEC IND ANTONIO RICAURTE,NO,11414001,0.42979635584137194,0.06006493506493507
182,10,164.0,3.5652439024390246,6,FACULTAD DE CIENCIAS ADMINISTRATIVAS Y CONTABLES,CONTADURÍA PÚBLICA,3.36,M,24.0,IE JOSE MARIA CORDOBA - FLORIDA,NO,11414002,0.08467309753483387,0.06331168831168832
183,4,109.0,3.6954128440366967,11,FACULTAD DE CIENCIAS ADMINISTRATIVAS Y CONTABLES,CONTADURÍA PÚBLICA,2.55,M,26.0,IE LAS MERCEDES,SI,11414003,0.38692390139335475,0.26623376623376627
184,3,42.0,3.6547619047619047,2,FACULTAD DE CIENCIAS ADMINISTRATIVAS Y CONTABLES,CONTADURÍA PÚBLICA,3.97,M,25.0,IE TEC SEÑOR DE LOS MILAGROS,SI,11414006,0.4415862808145766,0.06980519480519481
185,10,134.0,3.6283582089552238,3,FACULTAD DE CIENCIAS ADMINISTRATIVAS Y CONTABLES,CONTADURÍA PÚBLICA,3.87,M,26.0,IE VADO CASTRO,NO,11414007,0.08681672025723472,0.06006493506493507
186,2,27.0,1.5740740740740742,9,FACULTAD DE CIENCIAS ADMINISTRATIVAS Y CONTABLES,CONTADURÍA PÚBLICA,0.93,M,25.0,I.E. INEM JOSE EUSTASIO RIVERA,SI,11414008,0.08467309753483387,0.06331168831168832
187,4,46.0,0.8152173913043478,19,FACULTAD DE CIENCIAS ADMINISTRATIVAS Y CONTABLES,CONTADURÍA PÚBLICA,0.45,M,25.0,IE ESCUELA NORMAL SUPERIOR - SOCHA,SI,11414010,0.08896034297963558,0.061688311688311695
188,9,153.0,3.9712418300653596,1,FACULTAD DE CIENCIAS ADMINISTRATIVAS Y CONTABLES,CONTADURÍA PÚBLICA,3.47,M,24.0,IE RAFAEL URIBE URIBE,NO,11414501,0.0932475884244373,0.07142857142857142
189,9,153.0,3.8477124183006537,1,FACULTAD DE CIENCIAS ADMINISTRATIVAS Y CONTABLES,CONTADURÍA PÚBLICA,3.48,F,22.0,IE TEC JOSE IGNACIO DE MARQUEZ,NO,11414503,0.08788853161843516,0.06493506493506494
190,2,30.0,4.0633333333333335,0,FACULTAD DE CIENCIAS ADMINISTRATIVAS Y CONTABLES,CONTADURÍA PÚBLICA,4.16,F,26.0,IE LICEO ANTIOQUEÑO,SI,11414504,0.09860664523043944,0.08441558441558442
191,4,107.0,3.9775700934579437,1,FACULTAD DE CIENCIAS ADMINISTRATIVAS Y CONTABLES,CONTADURÍA PÚBLICA,3.8,F,30.0,I.E.T. DE NAZARETH,SI,11414506,0.4212218649517685,0.08441558441558442
192,4,48.0,2.6229166666666672,10,FACULTAD DE CIENCIAS ADMINISTRATIVAS Y CONTABLES,CONTADURÍA PÚBLICA,0.6,F,24.0,INSTITUCIÓN EDUCATIVA TÉCNICA AGROINDUSTRIAL,SI,11414507,0.4630225080385852,0.061688311688311695
193,9,153.0,3.9640522875816995,1,FACULTAD DE CIENCIAS ADMINISTRATIVAS Y CONTABLES,CONTADURÍA PÚBLICA,3.52,M,22.0,INSTITUTO TECNICO INDUSTRIAL FRANCISCO DE PAULA SANTANDER,NO,11414509,0.4137191854233655,0.07467532467532467
194,1,16.0,0.6062500000000001,8,FACULTAD DE CIENCIAS ADMINISTRATIVAS Y CONTABLES,CONTADURÍA PÚBLICA,0.61,F,23.0,IE NORMAL SUPERIOR - SABOYÁ,SI,11414510,0.082529474812433,0.05844155844155845
195,1,16.0,3.41875,1,FACULTAD DE CIENCIAS ADMINISTRATIVAS Y CONTABLES,CONTADURÍA PÚBLICA,3.42,F,26.0,IE JESUS BERNAL PINZON,SI,11414511,0.08788853161843516,0.06818181818181819
196,3,43.0,3.6930232558139537,1,FACULTAD DE CIENCIAS ADMINISTRATIVAS Y CONTABLES,CONTADURÍA PÚBLICA,3.59,F,43.0,IE  LIC DEL LLANO CARO Y CUERVO,SI,11415004,0.38478027867095393,0.09740259740259741
197,9,160.0,3.8224999999999993,4,FACULTAD DE CIENCIAS ADMINISTRATIVAS Y CONTABLES,CONTADURÍA PÚBLICA,3.52,M,25.0,COLEGIO COMERCIAL ADVENTISTA DE SOGAMOSO - CADES,NO,11415005,0.502679528403001,0.06818181818181819
198,10,158.0,3.6151898734177217,3,FACULTAD DE CIENCIAS ADMINISTRATIVAS Y CONTABLES,CONTADURÍA PÚBLICA,5.0,M,23.0,CENTRO EDUCATIVO JUAN DE LA SALLE,NO,11415008,0.09539121114683816,0.07142857142857142
199,1,16.0,3.9562500000000003,0,FACULTAD DE CIENCIAS ADMINISTRATIVAS Y CONTABLES,CONTADURÍA PÚBLICA,3.96,F,26.0,IE TECNICA RAMON IGNACIO AVELLA,SI,11415501,0.3204715969989282,0.07792207792207792
200,1,16.0,3.45625,1,FACULTAD DE CIENCIAS ADMINISTRATIVAS Y CONTABLES,CONTADURÍA PÚBLICA,3.46,F,22.0,INSTITUCIÓN EDUCATIVA POLITÉCNICO ÁLVARO GONZÁLEZ SANTANA,SI,11415503,0.09646302250803858,0.08279220779220779
201,1,16.0,3.51875,1,FACULTAD DE CIENCIAS ADMINISTRATIVAS Y CONTABLES,CONTADURÍA PÚBLICA,3.52,F,23.0,I.E. SUAZAPAWA,SI,11416001,0.09431939978563772,0.0762987012987013
202,6,71.0,2.563380281690141,15,FACULTAD DE CIENCIAS ADMINISTRATIVAS Y CONTABLES,CONTADURÍA PÚBLICA,0.12,M,22.0,LICEO DE LA PRESENTACION,NO,11416003,0.33440514469453375,0.08116883116883117
203,1,16.0,3.89375,0,FACULTAD DE CIENCIAS ADMINISTRATIVAS Y CONTABLES,CONTADURÍA PÚBLICA,3.89,F,22.0,IE RIO DE PIEDRAS,SI,11416004,0.35262593783494106,0.08603896103896104
204,10,162.0,3.6870370370370376,5,FACULTAD DE CIENCIAS ADMINISTRATIVAS Y CONTABLES,CONTADURÍA PÚBLICA,4.2,M,22.0,IE ANTONIO RICAURTE,NO,11416005,0.09539121114683816,0.07792207792207792
205,4,64.0,3.2609375,12,FACULTAD DE CIENCIAS ADMINISTRATIVAS Y CONTABLES,CONTADURÍA PÚBLICA,1.6,F,26.0,IE JOSE MARIA CORDOBA - FLORIDA,SI,11416006,0.08788853161843516,0.06818181818181819
206,9,156.0,3.967307692307692,2,FACULTAD DE CIENCIAS ADMINISTRATIVAS Y CONTABLES,CONTADURÍA PÚBLICA,3.68,F,21.0,IE JESUS BERNAL PINZON,NO,11416007,0.3386923901393355,0.08441558441558442
207,5,153.0,3.847058823529412,2,FACULTAD DE CIENCIAS ADMINISTRATIVAS Y CONTABLES,CONTADURÍA PÚBLICA,0.0,F,27.0,COLEGIO DE BOYACÁ,NO,11416009,0.09539121114683816,0.08116883116883117
208,1,16.0,1.55,7,FACULTAD DE CIENCIAS ADMINISTRATIVAS Y CONTABLES,CONTADURÍA PÚBLICA,1.55,F,23.0,CENTRO EDUCATIVO SAN AGUSTIN,SI,11416012,0.33440514469453375,0.06006493506493507
209,9,153.0,4.109803921568627,1,FACULTAD DE CIENCIAS ADMINISTRATIVAS Y CONTABLES,CONTADURÍA PÚBLICA,3.47,M,24.0,ESCUELA NORMAL  SUPERIOR ANTONIA SANTOS,NO,11416013,0.09860664523043944,0.08441558441558442
