,n_semesters,sum_credits,GPA,failed_subjects,FACULTAD,NOMBRE_PROGRAMA,Mandatory_subjects_GPA,Optinals_GPA,failed_mandatory,failed_optional,gpa_last_semester,GENERO,EDAD,COLEGIO_PROCEDENCIA,PUNT_TOTAL,PUNT_AREA,ES_DESERTOR
103,6,88.0,4.0806818181818185,1,FACULTAD DE CIENCIAS ADMINISTRATIVAS Y CONTABLES,ADMINISTRACIÓN DE EMPRESAS,4.05,4.15,0.0,1.0,4.26,M,21.0,"LIC  ERNESTO CARDENAL-BOGOTÁ, D.C.",283,57,NO
104,1,15.0,3.48,1,FACULTAD DE CIENCIAS ADMINISTRATIVAS Y CONTABLES,ADMINISTRACIÓN DE EMPRESAS,3.38,3.75,1.0,0.0,3.48,M,22.0,I.E. JOSE MARIA POTIER,255,51,SI
105,6,141.0,3.499290780141844,2,FACULTAD DE CIENCIAS ADMINISTRATIVAS Y CONTABLES,ADMINISTRACIÓN DE EMPRESAS,3.49,3.55,1.0,1.0,3.36,F,27.0,IE ANTONIO RICAURTE,44,45,NO
106,4,77.0,3.32077922077922,7,FACULTAD DE CIENCIAS ADMINISTRATIVAS Y CONTABLES,ADMINISTRACIÓN DE EMPRESAS,3.28,3.57,7.0,0.0,3.86,F,25.0,I.E. NACIONALIZADA TECNICA AGROPECUARIA CAMPOHERMOSO,43,45,NO
107,1,15.0,2.253333333333333,7,FACULTAD DE CIENCIAS ADMINISTRATIVAS Y CONTABLES,ADMINISTRACIÓN DE EMPRESAS,2.27,2.2,5.0,2.0,2.25,F,19.0,INSTITUCIÓN EDUCATIVA VALLE DE TENZA,287,56,NO
108,4,55.0,3.461818181818182,3,FACULTAD DE CIENCIAS ADMINISTRATIVAS Y CONTABLES,ADMINISTRACIÓN DE EMPRESAS,3.33,4.04,3.0,0.0,3.71,M,21.0,I.E. TEC JACINTO VEGA,309,61,NO
109,2,29.0,3.572413793103448,1,FACULTAD DE CIENCIAS ADMINISTRATIVAS Y CONTABLES,ADMINISTRACIÓN DE EMPRESAS,3.6,3.4,1.0,0.0,3.76,F,20.0,IE PANAMERICANO PUENTE BOYACA,278,54,NO
110,1,15.0,1.0266666666666666,7,FACULTAD DE CIENCIAS ADMINISTRATIVAS Y CONTABLES,ADMINISTRACIÓN DE EMPRESAS,1.2,0.55,5.0,2.0,1.03,M,24.0,COLEGIO DE BACHILLERATO NUEVA ESPERANZA,297,58,NO
111,3,43.0,3.2976744186046516,3,FACULTAD DE CIENCIAS ADMINISTRATIVAS Y CONTABLES,ADMINISTRACIÓN DE EMPRESAS,3.21,3.7,3.0,0.0,3.19,F,21.0,COLEGIO LUIS CARLOS GALÁN SARMIENTO,239,47,NO
112,1,13.0,3.107692307692308,3,FACULTAD DE CIENCIAS ADMINISTRATIVAS Y CONTABLES,ADMINISTRACIÓN DE EMPRESAS,2.93,4.1,3.0,0.0,3.11,M,20.0,INSTITUCIÓN EDUCATIVA HÉCTOR JULIO GÓMEZ,260,52,NO
113,1,14.0,1.5071428571428573,7,FACULTAD DE CIENCIAS ADMINISTRATIVAS Y CONTABLES,ADMINISTRACIÓN DE EMPRESAS,1.57,1.35,5.0,2.0,1.51,M,25.0,COLEGIO CORPORACION SANTO DOMINGO,294,58,NO
114,5,69.0,3.789855072463768,2,FACULTAD DE CIENCIAS ADMINISTRATIVAS Y CONTABLES,ADMINISTRACIÓN DE EMPRESAS,3.78,3.82,1.0,1.0,4.24,M,20.0,COLEGIO NACIONALIZADO JUAN JOSE RONDÓN,299,58,NO
115,1,15.0,1.7800000000000002,7,FACULTAD DE CIENCIAS ADMINISTRATIVAS Y CONTABLES,ADMINISTRACIÓN DE EMPRESAS,1.63,2.2,5.0,2.0,1.78,M,22.0,LIC TEQUENDAMA-LA MESA,284,58,NO
116,1,6.0,0.9666666666666668,3,FACULTAD DE CIENCIAS ADMINISTRATIVAS Y CONTABLES,ADMINISTRACIÓN DE EMPRESAS,0.4,2.1,2.0,1.0,0.97,F,25.0,IE RAFAEL BERNAL JIMENEZ,235,49,NO
117,2,59.0,4.3,0,FACULTAD DE CIENCIAS ADMINISTRATIVAS Y CONTABLES,ADMINISTRACIÓN DE EMPRESAS,4.28,4.38,0.0,0.0,4.28,F,23.0,I.E. LA LIBERTAD,274,55,NO
118,2,29.0,4.0793103448275865,0,FACULTAD DE CIENCIAS ADMINISTRATIVAS Y CONTABLES,ADMINISTRACIÓN DE EMPRESAS,4.01,4.5,0.0,0.0,3.96,F,18.0,ESCUELA NORMAL SUPERIOR DE MONTERREY,254,51,NO
119,2,29.0,4.1000000000000005,0,FACULTAD DE CIENCIAS ADMINISTRATIVAS Y CONTABLES,ADMINISTRACIÓN DE EMPRESAS,4.08,4.2,0.0,0.0,4.31,F,18.0,COLEGIO NUESTRA SEÑORA DE LA PRESENTACION,266,52,NO
120,2,29.0,2.4482758620689653,7,FACULTAD DE CIENCIAS ADMINISTRATIVAS Y CONTABLES,ADMINISTRACIÓN DE EMPRESAS,2.22,3.9,7.0,0.0,1.24,F,18.0,ESCUELA NORMAL NACIONAL PARA SEÑORITAS ANTONIO NARIÑO,269,52,NO
121,2,28.0,3.775000000000001,2,FACULTAD DE CIENCIAS ADMINISTRATIVAS Y CONTABLES,ADMINISTRACIÓN DE EMPRESAS,3.85,3.3,2.0,0.0,4.18,M,18.0,COLEGIO PABLO NERUDA,312,60,NO
122,2,29.0,4.468965517241379,0,FACULTAD DE CIENCIAS ADMINISTRATIVAS Y CONTABLES,ADMINISTRACIÓN DE EMPRESAS,4.47,4.45,0.0,0.0,4.56,F,18.0,COLEGIO ISABEL VALBUENA CIFUENTES,307,61,NO
123,2,27.0,4.007407407407407,0,FACULTAD DE CIENCIAS ADMINISTRATIVAS Y CONTABLES,ADMINISTRACIÓN DE EMPRESAS,4.1,3.5,0.0,0.0,4.29,M,23.0,COLEGIO GARCIA LORCA-TUNJA,288,57,NO
124,1,15.0,3.0533333333333332,3,FACULTAD DE CIENCIAS ADMINISTRATIVAS Y CONTABLES,ADMINISTRACIÓN DE EMPRESAS,2.98,3.25,2.0,1.0,3.05,F,24.0,CENTRO EDUCATIVO SAN AGUSTIN,223,46,NO
125,2,29.0,4.055172413793104,0,FACULTAD DE CIENCIAS ADMINISTRATIVAS Y CONTABLES,ADMINISTRACIÓN DE EMPRESAS,4.01,4.35,0.0,0.0,4.14,F,18.0,I.E. TEC IND ANTONIO RICAURTE,199,37,NO
126,1,15.0,3.366666666666667,1,FACULTAD DE CIENCIAS ADMINISTRATIVAS Y CONTABLES,ADMINISTRACIÓN DE EMPRESAS,3.35,3.4,1.0,0.0,3.37,M,21.0,I.E. NUESTRA SEÑORA DE LAS MERCEDES-LA UVITA,266,52,NO
127,1,15.0,3.5933333333333333,1,FACULTAD DE CIENCIAS ADMINISTRATIVAS Y CONTABLES,ADMINISTRACIÓN DE EMPRESAS,3.54,3.75,1.0,0.0,3.59,M,21.0,COL PARROQ SAN LUIS GONZAGA - BARBOSA,260,56,NO
128,2,29.0,4.106896551724137,0,FACULTAD DE CIENCIAS ADMINISTRATIVAS Y CONTABLES,ADMINISTRACIÓN DE EMPRESAS,4.09,4.2,0.0,0.0,4.16,F,24.0,INSTITUTO EDUCATIVO CARLOS LLERAS RESTREPO,233,48,NO
129,2,29.0,3.906896551724137,0,FACULTAD DE CIENCIAS ADMINISTRATIVAS Y CONTABLES,ADMINISTRACIÓN DE EMPRESAS,3.92,3.85,0.0,0.0,3.99,F,18.0,INSTITUCIÓN EDUCATIVA TÉCNICA ALEJANDRO DE HUMBOLDT,288,56,NO
130,2,29.0,4.3517241379310345,0,FACULTAD DE CIENCIAS ADMINISTRATIVAS Y CONTABLES,ADMINISTRACIÓN DE EMPRESAS,4.3,4.65,0.0,0.0,4.27,M,25.0,COLEGIO GUILLERMO LEON VALENCIA,517,347,NO
131,1,15.0,0.7,8,FACULTAD DE CIENCIAS ADMINISTRATIVAS Y CONTABLES,ADMINISTRACIÓN DE EMPRESAS,0.45,1.4,6.0,2.0,0.7,M,22.0,ICFES,260,51,NO
132,12,151.0,2.7821192052980135,24,FACULTAD DE CIENCIAS ADMINISTRATIVAS Y CONTABLES,CONTADURÍA PÚBLICA,2.72,3.14,21.0,3.0,2.9,M,32.0,NINGUNA,47,41,SI
133,10,156.0,3.8333333333333335,2,FACULTAD DE CIENCIAS ADMINISTRATIVAS Y CONTABLES,CONTADURÍA PÚBLICA,3.78,4.04,2.0,0.0,4.5,M,21.0,COL. NUESTRA SEÑORA DE FÁTIMA,314,48,NO
134,3,101.0,4.06039603960396,5,FACULTAD DE CIENCIAS ADMINISTRATIVAS Y CONTABLES,CONTADURÍA PÚBLICA,4.0,4.44,5.0,0.0,3.38,F,30.0,INSTITUTO DE EDUCACION FORMAL PARA ADULTOS CON ENFASIS EN FORMACION EMPRESARIAL COMFABOY,373,51,SI
135,9,163.0,3.820858895705521,6,FACULTAD DE CIENCIAS ADMINISTRATIVAS Y CONTABLES,CONTADURÍA PÚBLICA,3.93,3.48,1.0,5.0,5.0,F,30.0,COLEGIO CORPORACION SANTO DOMINGO,348,52,NO
136,10,166.0,3.4602409638554223,6,FACULTAD DE CIENCIAS ADMINISTRATIVAS Y CONTABLES,CONTADURÍA PÚBLICA,3.44,3.54,5.0,1.0,3.22,F,26.0,IE FABIO RIVEROS,33,36,NO
137,2,23.0,3.6608695652173906,0,FACULTAD DE CIENCIAS ADMINISTRATIVAS Y CONTABLES,CONTADURÍA PÚBLICA,3.63,4.0,0.0,0.0,3.59,F,31.0,I.E. ROBERTO VELANDIA,420,48,SI
138,5,68.0,2.6220588235294118,13,FACULTAD DE CIENCIAS ADMINISTRATIVAS Y CONTABLES,CONTADURÍA PÚBLICA,2.64,2.47,12.0,1.0,2.27,F,29.0,INSTITUCIÓN EDUCATIVA COLEGIO EMPRESARIAL DE BOYACÁ,298,48,SI
139,9,157.0,3.8649681528662425,3,FACULTAD DE CIENCIAS ADMINISTRATIVAS Y CONTABLES,CONTADURÍA PÚBLICA,3.86,3.91,3.0,0.0,3.13,M,26.0,COLEGIO CORPORACION SANTO DOMINGO,354,46,NO
140,3,39.0,3.264102564102564,2,FACULTAD DE CIENCIAS ADMINISTRATIVAS Y CONTABLES,CONTADURÍA PÚBLICA,3.4,2.05,1.0,1.0,1.87,F,28.0,COLEGIO LICEO NACIONAL AGUSTIN NIETO CABALLERO (IED),341,46,SI
141,9,153.0,4.0928104575163395,1,FACULTAD DE CIENCIAS ADMINISTRATIVAS Y CONTABLES,CONTADURÍA PÚBLICA,4.08,4.16,1.0,0.0,3.56,F,23.0,COL COOP PROSPERO PINZON,314,48,NO
142,10,158.0,3.4879746835443037,3,FACULTAD DE CIENCIAS ADMINISTRATIVAS Y CONTABLES,CONTADURÍA PÚBLICA,3.5,3.45,3.0,0.0,4.9,F,30.0,I.E. SILVINO RODRIGUEZ,44,43,NO
143,11,162.0,3.5283950617283946,5,FACULTAD DE CIENCIAS ADMINISTRATIVAS Y CONTABLES,CONTADURÍA PÚBLICA,3.53,3.54,2.0,3.0,4.1,F,27.0,I.E. INDALECIO VASQUEZ,40,49,SI
144,11,175.0,3.499428571428571,10,FACULTAD DE CIENCIAS ADMINISTRATIVAS Y CONTABLES,CONTADURÍA PÚBLICA,3.47,3.64,8.0,2.0,3.47,M,23.0,COLEGIO GUILLERMO LEON VALENCIA,283,49,NO
145,3,32.0,2.653125,10,FACULTAD DE CIENCIAS ADMINISTRATIVAS Y CONTABLES,CONTADURÍA PÚBLICA,2.64,2.9,9.0,1.0,0.9,F,25.0,IE TECNICA NACIONALIZADA DE SAMACA,339,40,SI
146,12,175.0,3.3777142857142857,11,FACULTAD DE CIENCIAS ADMINISTRATIVAS Y CONTABLES,CONTADURÍA PÚBLICA,3.43,3.18,7.0,4.0,3.34,F,23.0,IE ANTONIO RICAURTE,44,44,NO
147,1,16.0,3.8,0,FACULTAD DE CIENCIAS ADMINISTRATIVAS Y CONTABLES,CONTADURÍA PÚBLICA,3.8,,0.0,,3.8,M,27.0,INST TEC EMPRESARIAL,333,40,SI
148,10,159.0,3.69685534591195,3,FACULTAD DE CIENCIAS ADMINISTRATIVAS Y CONTABLES,CONTADURÍA PÚBLICA,3.72,3.61,3.0,0.0,4.58,F,22.0,IE SAGRADO CORAZON,51,51,NO
149,1,14.0,3.0285714285714285,4,FACULTAD DE CIENCIAS ADMINISTRATIVAS Y CONTABLES,CONTADURÍA PÚBLICA,3.03,,4.0,,3.03,F,28.0,COLEGIO GUILLERMO LEON VALENCIA,50,51,SI
150,10,166.0,3.663855421686747,6,FACULTAD DE CIENCIAS ADMINISTRATIVAS Y CONTABLES,CONTADURÍA PÚBLICA,3.59,3.99,6.0,0.0,2.93,F,40.0,I.E. JOSE CAYETANO VASQUEZ,240,48,NO
151,1,16.0,3.0249999999999995,3,FACULTAD DE CIENCIAS ADMINISTRATIVAS Y CONTABLES,CONTADURÍA PÚBLICA,3.02,,3.0,,3.02,M,32.0,IE NORMAL SUPERIOR DE MONTERREY,54,55,SI
152,2,26.0,2.7038461538461545,5,FACULTAD DE CIENCIAS ADMINISTRATIVAS Y CONTABLES,CONTADURÍA PÚBLICA,2.93,0.0,4.0,1.0,1.54,F,26.0,ESCUELA NORMAL SUPERIOR LEONOR ALVAREZ PINZON,46,45,SI
153,10,168.0,3.661904761904762,8,FACULTAD DE CIENCIAS ADMINISTRATIVAS Y CONTABLES,CONTADURÍA PÚBLICA,3.75,3.38,3.0,5.0,3.24,F,24.0,I.E. INEM JOSE EUSTASIO RIVERA,45,45,NO
154,3,42.0,3.392857142857143,3,FACULTAD DE CIENCIAS ADMINISTRATIVAS Y CONTABLES,CONTADURÍA PÚBLICA,3.42,3.1,2.0,1.0,3.12,F,27.0,COL COOP COOSERVICIOS,487,56,SI
155,2,30.0,3.953333333333333,0,FACULTAD DE CIENCIAS ADMINISTRATIVAS Y CONTABLES,CONTADURÍA PÚBLICA,3.96,3.8,0.0,0.0,3.84,F,29.0,COLEGIO DE PREESCOLAR Y EDUCACION BASICA SAGRADO CORAZON,47,50,SI
156,2,27.0,3.8259259259259264,1,FACULTAD DE CIENCIAS ADMINISTRATIVAS Y CONTABLES,CONTADURÍA PÚBLICA,3.83,3.8,1.0,0.0,3.69,M,27.0,I.E.COLEGIO LA NUEVA FAMILIA,512,59,SI
157,10,165.0,3.3430303030303032,6,FACULTAD DE CIENCIAS ADMINISTRATIVAS Y CONTABLES,CONTADURÍA PÚBLICA,3.39,3.18,3.0,3.0,3.03,M,58.0,UNIDAD DE EDUCACION Y CAPACITACION TECNICO COMERCIAL UNDETEC,48,51,NO
158,8,162.0,3.8080246913580247,6,FACULTAD DE CIENCIAS ADMINISTRATIVAS Y CONTABLES,CONTADURÍA PÚBLICA,3.87,3.62,2.0,4.0,3.33,F,27.0,ESCUELA NORMAL SUPERIOR SANTIAGO DE TUNJA,493,52,NO
159,10,160.0,3.70625,4,FACULTAD DE CIENCIAS ADMINISTRATIVAS Y CONTABLES,CONTADURÍA PÚBLICA,3.71,3.71,2.0,2.0,4.5,M,24.0,INST TEC INTEGRADO DE TRINIDAD,47,51,NO
160,1,16.0,4.21875,0,FACULTAD DE CIENCIAS ADMINISTRATIVAS Y CONTABLES,CONTADURÍA PÚBLICA,4.22,,0.0,,4.22,F,24.0,I.E.T AGROPECUARIA DE PALERMO,51,50,SI
161,4,49.0,2.5224489795918372,13,FACULTAD DE CIENCIAS ADMINISTRATIVAS Y CONTABLES,CONTADURÍA PÚBLICA,2.51,2.8,12.0,1.0,1.9,M,27.0,COLEGIO MILITAR INOCENCIO CHINCA,51,52,SI
162,9,153.0,3.9673202614379086,1,FACULTAD DE CIENCIAS ADMINISTRATIVAS Y CONTABLES,CONTADURÍA PÚBLICA,3.95,4.05,1.0,0.0,2.99,F,21.0,I.E. TOMAS VASQUEZ RODRIGUEZ,405,42,NO
163,10,161.0,3.8018633540372666,4,FACULTAD DE CIENCIAS ADMINISTRATIVAS Y CONTABLES,CONTADURÍA PÚBLICA,3.79,3.85,4.0,0.0,4.8,F,23.0,INSTITUCIÓN EDUCATIVA FRANCISCO DE PAULA SANTANDER,399,45,NO
164,10,160.0,3.743125,4,FACULTAD DE CIENCIAS ADMINISTRATIVAS Y CONTABLES,CONTADURÍA PÚBLICA,3.75,3.72,3.0,1.0,4.88,M,22.0,COLEGIO MILITAR CORONEL JUAN JOSE RONDON,388,46,NO
165,8,177.0,3.7135593220338974,11,FACULTAD DE CIENCIAS ADMINISTRATIVAS Y CONTABLES,CONTADURÍA PÚBLICA,3.71,3.72,7.0,4.0,4.58,F,28.0,ESCUELA NORMAL SUPERIOR SANTIAGO DE TUNJA,341,48,NO
166,10,165.0,3.6581818181818178,6,FACULTAD DE CIENCIAS ADMINISTRATIVAS Y CONTABLES,CONTADURÍA PÚBLICA,3.65,3.67,4.0,2.0,3.49,F,25.0,INSTITUCIÓN EDUCATIVA TÉCNICA AGROPECUARIA LA ESMERALDA CHIVOR,302,41,NO
167,9,153.0,4.227450980392157,1,FACULTAD DE CIENCIAS ADMINISTRATIVAS Y CONTABLES,CONTADURÍA PÚBLICA,4.23,4.23,1.0,0.0,3.45,F,22.0,I.E. LUIS HERNANDEZ VARGAS,50,50,NO
168,7,108.0,3.0435185185185185,16,FACULTAD DE CIENCIAS ADMINISTRATIVAS Y CONTABLES,CONTADURÍA PÚBLICA,3.09,2.78,12.0,4.0,2.65,F,28.0,GIMNASIO MODERNO SANTA SOFIA-DUITAMA,43,44,SI
169,4,153.0,3.8856209150326806,1,FACULTAD DE CIENCIAS ADMINISTRATIVAS Y CONTABLES,CONTADURÍA PÚBLICA,3.86,4.01,1.0,0.0,3.47,F,22.0,COLEGIO GUILLERMO LEON VALENCIA,42,41,NO
170,2,84.0,4.061904761904762,5,FACULTAD DE CIENCIAS ADMINISTRATIVAS Y CONTABLES,CONTADURÍA PÚBLICA,3.99,4.36,5.0,0.0,2.9,M,28.0,INSTITUTO DE EDUCACION MEDIA DIVERSIFICADA INEM CARLOS ARTURO TORRES,44,46,SI
171,7,153.0,3.9137254901960783,1,FACULTAD DE CIENCIAS ADMINISTRATIVAS Y CONTABLES,CONTADURÍA PÚBLICA,3.9,3.99,1.0,0.0,4.15,M,26.0,IE DE SORA,378,42,NO
172,8,161.0,3.9130434782608696,5,FACULTAD DE CIENCIAS ADMINISTRATIVAS Y CONTABLES,CONTADURÍA PÚBLICA,3.92,3.91,2.0,3.0,5.0,F,27.0,I.E. NORMAL SUPERIOR SOR JOSEFA DEL CASTILLO Y GUEVARA,42,40,NO
173,8,163.0,3.925766871165645,5,FACULTAD DE CIENCIAS ADMINISTRATIVAS Y CONTABLES,CONTADURÍA PÚBLICA,3.94,3.86,3.0,2.0,5.0,F,23.0,IE NORMAL SUPERIOR LA PRESENTACION,61,62,NO
174,7,100.0,3.2079999999999997,11,FACULTAD DE CIENCIAS ADMINISTRATIVAS Y CONTABLES,CONTADURÍA PÚBLICA,3.18,3.34,8.0,3.0,3.08,F,26.0,LICEO DE LA PRESENTACION,365,50,SI
175,1,16.0,4.04375,0,FACULTAD DE CIENCIAS ADMINISTRATIVAS Y CONTABLES,CONTADURÍA PÚBLICA,4.04,,0.0,,4.04,M,31.0,IE ANTONIO RICAURTE,50,53,SI
176,9,168.0,3.6791666666666663,9,FACULTAD DE CIENCIAS ADMINISTRATIVAS Y CONTABLES,CONTADURÍA PÚBLICA,3.62,3.94,9.0,0.0,2.87,F,27.0,COL. ADVENTISTA BARBOSA,449,51,NO
177,0,6.0,0.0,4,,,0.0,,4.0,,0.0,F,29.0,I.E. ANTONIO NARIÑO,385,39,SI
178,1,22.0,1.7227272727272727,6,FACULTAD DE CIENCIAS ADMINISTRATIVAS Y CONTABLES,CONTADURÍA PÚBLICA,1.46,4.3,6.0,0.0,1.72,M,26.0,I.E.T. AGROINDUSTRIAL CUSAGUI,453,50,SI
179,11,158.0,3.6227848101265816,3,FACULTAD DE CIENCIAS ADMINISTRATIVAS Y CONTABLES,CONTADURÍA PÚBLICA,3.63,3.59,2.0,1.0,4.1,F,23.0,IE PUENTE DE PIEDRA,441,50,NO
180,1,11.0,0.1909090909090909,6,FACULTAD DE CIENCIAS ADMINISTRATIVAS Y CONTABLES,CONTADURÍA PÚBLICA,0.19,,6.0,,0.19,M,25.0,I.E. INEM JOSE EUSTASIO RIVERA,42,43,SI
181,13,190.0,3.234736842105263,22,FACULTAD DE CIENCIAS ADMINISTRATIVAS Y CONTABLES,CONTADURÍA PÚBLICA,3.28,3.09,14.0,8.0,3.16,M,24.0,I.E. TEC IND ANTONIO RICAURTE,364,41,NO
182,10,164.0,3.5652439024390246,6,FACULTAD DE CIENCIAS ADMINISTRATIVAS Y CONTABLES,CONTADURÍA PÚBLICA,3.59,3.48,5.0,1.0,3.36,M,24.0,IE JOSE MARIA CORDOBA - FLORIDA,42,43,NO
183,4,109.0,3.6954128440366967,11,FACULTAD DE CIENCIAS ADMINISTRATIVAS Y CONTABLES,CONTADURÍA PÚBLICA,3.61,4.18,10.0,1.0,2.55,M,26.0,IE LAS MERCEDES,324,168,SI
184,3,42.0,3.6547619047619047,2,FACULTAD DE CIENCIAS ADMINISTRATIVAS Y CONTABLES,CONTADURÍA PÚBLICA,3.69,3.35,1.0,1.0,3.97,M,25.0,IE TEC SEÑOR DE LOS MILAGROS,375,47,SI
185,10,134.0,3.6283582089552238,3,FACULTAD DE CIENCIAS ADMINISTRATIVAS Y CONTABLES,CONTADURÍA PÚBLICA,3.63,3.62,3.0,0.0,3.87,M,26.0,IE VADO CASTRO,44,41,NO
186,2,27.0,1.5740740740740742,9,FACULTAD DE CIENCIAS ADMINISTRATIVAS Y CONTABLES,CONTADURÍA PÚBLICA,1.7,0.0,8.0,1.0,0.93,M,25.0,I.E. INEM JOSE EUSTASIO RIVERA,42,43,SI
187,4,46.0,0.8152173913043478,19,FACULTAD DE CIENCIAS ADMINISTRATIVAS Y CONTABLES,CONTADURÍA PÚBLICA,0.82,0.8,18.0,1.0,0.45,M,25.0,IE ESCUELA NORMAL SUPERIOR - SOCHA,46,42,SI
188,9,153.0,3.9712418300653596,1,FACULTAD DE CIENCIAS ADMINISTRATIVAS Y CONTABLES,CONTADURÍA PÚBLICA,3.95,4.06,1.0,0.0,3.47,M,24.0,IE RAFAEL URIBE URIBE,50,48,NO
189,9,153.0,3.8477124183006537,1,FACULTAD DE CIENCIAS ADMINISTRATIVAS Y CONTABLES,CONTADURÍA PÚBLICA,3.85,3.85,1.0,0.0,3.48,F,22.0,IE TEC JOSE IGNACIO DE MARQUEZ,45,44,NO
190,2,30.0,4.0633333333333335,0,FACULTAD DE CIENCIAS ADMINISTRATIVAS Y CONTABLES,CONTADURÍA PÚBLICA,4.07,4.0,0.0,0.0,4.16,F,26.0,IE LICEO ANTIOQUEÑO,55,56,SI
191,4,107.0,3.9775700934579437,1,FACULTAD DE CIENCIAS ADMINISTRATIVAS Y CONTABLES,CONTADURÍA PÚBLICA,4.0,3.89,1.0,0.0,3.8,F,30.0,I.E.T. DE NAZARETH,356,56,SI
192,4,48.0,2.6229166666666672,10,FACULTAD DE CIENCIAS ADMINISTRATIVAS Y CONTABLES,CONTADURÍA PÚBLICA,2.71,1.7,8.0,2.0,0.6,F,24.0,INSTITUCIÓN EDUCATIVA TÉCNICA AGROINDUSTRIAL,395,42,SI
193,9,153.0,3.9640522875816995,1,FACULTAD DE CIENCIAS ADMINISTRATIVAS Y CONTABLES,CONTADURÍA PÚBLICA,3.95,4.01,1.0,0.0,3.52,M,22.0,INSTITUTO TECNICO INDUSTRIAL FRANCISCO DE PAULA SANTANDER,349,50,NO
194,1,16.0,0.6062500000000001,8,FACULTAD DE CIENCIAS ADMINISTRATIVAS Y CONTABLES,CONTADURÍA PÚBLICA,0.61,,8.0,,0.61,F,23.0,IE NORMAL SUPERIOR - SABOYÁ,40,40,SI
195,1,16.0,3.41875,1,FACULTAD DE CIENCIAS ADMINISTRATIVAS Y CONTABLES,CONTADURÍA PÚBLICA,3.42,,1.0,,3.42,F,26.0,IE JESUS BERNAL PINZON,45,46,SI
196,3,43.0,3.6930232558139537,1,FACULTAD DE CIENCIAS ADMINISTRATIVAS Y CONTABLES,CONTADURÍA PÚBLICA,3.7,3.5,1.0,0.0,3.59,F,43.0,IE  LIC DEL LLANO CARO Y CUERVO,322,64,SI
197,9,160.0,3.8224999999999993,4,FACULTAD DE CIENCIAS ADMINISTRATIVAS Y CONTABLES,CONTADURÍA PÚBLICA,3.83,3.78,4.0,0.0,3.52,M,25.0,COLEGIO COMERCIAL ADVENTISTA DE SOGAMOSO - CADES,432,46,NO
198,10,158.0,3.6151898734177217,3,FACULTAD DE CIENCIAS ADMINISTRATIVAS Y CONTABLES,CONTADURÍA PÚBLICA,3.62,3.61,3.0,0.0,5.0,M,23.0,CENTRO EDUCATIVO JUAN DE LA SALLE,52,48,NO
199,1,16.0,3.9562500000000003,0,FACULTAD DE CIENCIAS ADMINISTRATIVAS Y CONTABLES,CONTADURÍA PÚBLICA,3.96,,0.0,,3.96,F,26.0,IE TECNICA RAMON IGNACIO AVELLA,262,52,SI
200,1,16.0,3.45625,1,FACULTAD DE CIENCIAS ADMINISTRATIVAS Y CONTABLES,CONTADURÍA PÚBLICA,3.46,,1.0,,3.46,F,22.0,INSTITUCIÓN EDUCATIVA POLITÉCNICO ÁLVARO GONZÁLEZ SANTANA,53,55,SI
201,1,16.0,3.51875,1,FACULTAD DE CIENCIAS ADMINISTRATIVAS Y CONTABLES,CONTADURÍA PÚBLICA,3.52,,1.0,,3.52,F,23.0,I.E. SUAZAPAWA,51,51,SI
202,6,71.0,2.563380281690141,15,FACULTAD DE CIENCIAS ADMINISTRATIVAS Y CONTABLES,CONTADURÍA PÚBLICA,2.54,2.95,14.0,1.0,0.12,M,22.0,LICEO DE LA PRESENTACION,275,54,NO
203,1,16.0,3.89375,0,FACULTAD DE CIENCIAS ADMINISTRATIVAS Y CONTABLES,CONTADURÍA PÚBLICA,3.89,,0.0,,3.89,F,22.0,IE RIO DE PIEDRAS,292,57,SI
204,10,162.0,3.6870370370370376,5,FACULTAD DE CIENCIAS ADMINISTRATIVAS Y CONTABLES,CONTADURÍA PÚBLICA,3.69,3.69,4.0,1.0,4.2,M,22.0,IE ANTONIO RICAURTE,52,52,NO
205,4,64.0,3.2609375,12,FACULTAD DE CIENCIAS ADMINISTRATIVAS Y CONTABLES,CONTADURÍA PÚBLICA,3.19,3.66,11.0,1.0,1.6,F,26.0,IE JOSE MARIA CORDOBA - FLORIDA,45,46,SI
206,9,156.0,3.967307692307692,2,FACULTAD DE CIENCIAS ADMINISTRATIVAS Y CONTABLES,CONTADURÍA PÚBLICA,3.91,4.2,2.0,0.0,3.68,F,21.0,IE JESUS BERNAL PINZON,279,56,NO
207,5,153.0,3.847058823529412,2,FACULTAD DE CIENCIAS ADMINISTRATIVAS Y CONTABLES,CONTADURÍA PÚBLICA,3.8,4.02,2.0,0.0,0.0,F,27.0,COLEGIO DE BOYACÁ,52,54,NO
208,1,16.0,1.55,7,FACULTAD DE CIENCIAS ADMINISTRATIVAS Y CONTABLES,CONTADURÍA PÚBLICA,1.55,,7.0,,1.55,F,23.0,CENTRO EDUCATIVO SAN AGUSTIN,275,41,SI
209,9,153.0,4.109803921568627,1,FACULTAD DE CIENCIAS ADMINISTRATIVAS Y CONTABLES,CONTADURÍA PÚBLICA,4.1,4.15,1.0,0.0,3.47,M,24.0,ESCUELA NORMAL  SUPERIOR ANTONIA SANTOS,55,56,NO
